cidade,long,lat,alt,uf
SONHO AZUL,-58.12042152,-15.77055423,267.322919,MATO GROSSO
SANTA FÉ,-58.15524341,-15.48300349,182.373584,MATO GROSSO
LUCIALVA,-58.86095107,-15.16681999,555.114514,MATO GROSSO
VILA PROGRESSO,-58.25221152,-15.02242752,575.791396,MATO GROSSO
HORIZONTE DO OESTE,-58.04588716,-15.83952124,201.972501,MATO GROSSO
CARAMUJO,-57.8562773,-15.84868065,145.050204,MATO GROSSO
NOVA CÁCERES,-57.28536115,-16.08659977,179.2627,MATO GROSSO
BEZERRO BRANCO,-57.42306277,-15.79027565,161.771799,MATO GROSSO
SÃO JORGE,-57.94395778,-14.66044536,333.158202,MATO GROSSO
ITANORTE,-57.97096901,-14.32211001,570.902034,MATO GROSSO
ASSARI,-57.17321589,-14.87810314,195.851774,MATO GROSSO
CAPÃO VERDE,-56.846673,-14.93121217,202.518038,MATO GROSSO
PROGRESSO,-57.36264337,-14.66258606,507.706446,MATO GROSSO
SÃO JOAQUIM,-57.3102875,-14.6444649,499.048292,MATO GROSSO
JOSELÂNDIA,-56.20849939,-16.57160135,127.289276,MATO GROSSO
PIRIZAL,-56.37928674,-16.2347238,136.994458,MATO GROSSO
SECO,-56.72789616,-15.78227594,441.305204,MATO GROSSO
CANGAS,-56.56601397,-16.07969618,161.395166,MATO GROSSO
RIBEIRÃO DOS COCAIS,-56.22282501,-15.78256513,170.904331,MATO GROSSO
MIMOSO,-55.73620061,-16.18580864,207.9084,MATO GROSSO
BOM SUCESSO,-56.10499034,-15.71730402,154.049466,MATO GROSSO
CAPÃO GRANDE,-56.159271,-15.70282703,183.66997,MATO GROSSO
ENGENHO VELHO,-56.07596521,-15.77001171,204.352657,MATO GROSSO
PASSAGEM DA CONCEIÇÃO,-56.14343825,-15.57215764,170.387024,MATO GROSSO
PORTO VELHO,-56.11720475,-15.62830089,163.661075,MATO GROSSO
VARGINHA,-55.9561676,-15.74039712,153.865835,MATO GROSSO
COXIPÓ DA PONTE,-56.00908524,-15.64280461,202.195431,MATO GROSSO
CAITÉ,-55.53868506,-15.96823469,195.763776,MATO GROSSO
BAUXI,-56.72745055,-15.14736271,316.009762,MATO GROSSO
GUIA,-56.2341482,-15.35709056,171.966168,MATO GROSSO
BAÚS,-56.29417623,-15.23590947,192.759549,MATO GROSSO
ALDEIA,-56.41272924,-15.15651791,181.247709,MATO GROSSO
COXIPÓ DO OURO,-55.97904961,-15.4573428,186.58657,MATO GROSSO
ÁGUA FRIA,-55.75566056,-15.18431944,357.187391,MATO GROSSO
COQUEIRAL,-55.97468449,-14.54037819,266.017388,MATO GROSSO
BOM JARDIM,-55.87139638,-14.55144097,260.716753,MATO GROSSO
ANHUMAS,-54.64434774,-16.89679168,408.900175,MATO GROSSO
SÃO JOSÉ DO PLANALTO,-54.53366939,-16.9909449,558.402435,MATO GROSSO
BURITI,-53.54972508,-17.97664745,381.79497,MATO GROSSO
SÃO LOURENÇO DE FÁTIMA,-54.94201851,-16.31943585,283.514126,MATO GROSSO
CELMA,-55.07778405,-15.65734909,701.821723,MATO GROSSO
CORONEL PONCE,-55.01669431,-15.54837717,503.851389,MATO GROSSO
VILA OPERÁRIA,-54.62534681,-16.4409479,266.28514,MATO GROSSO
BOA VISTA,-54.77870757,-16.20882616,259.344353,MATO GROSSO
SANTA ELVIRA,-54.79926563,-16.16310244,334.237791,MATO GROSSO
NOVA GALILÉIA,-54.3677938,-16.58403187,278.49636,MATO GROSSO
NOVA CATANDUVA,-54.30136112,-16.56351778,325.340715,MATO GROSSO
JARUDORE,-54.30689647,-16.19640183,256.303522,MATO GROSSO
IRENÓPOLIS,-54.82356381,-16.06065412,257.629857,MATO GROSSO
ENTRE RIOS,-54.87798488,-15.90323791,328.049765,MATO GROSSO
ALTO COITÉ,-54.33256012,-15.73951644,380.43156,MATO GROSSO
RIO DA CASCA,-55.45185084,-15.36653671,419.06351,MATO GROSSO
RIOLÂNDIA,-54.96845767,-14.75125443,402.738612,MATO GROSSO
VALE RICO,-54.15406408,-16.39318885,375.723588,MATO GROSSO
PARAÍSO DO LESTE,-54.16396199,-16.06849026,266.017314,MATO GROSSO
ALCANTILADO,-53.52828551,-16.41973819,466.302879,MATO GROSSO
BATOVI,-53.51211406,-15.86557187,429.1263,MATO GROSSO
PAREDÃO GRANDE,-53.41577191,-15.57275143,536.530409,MATO GROSSO
ITAQUERÊ,-53.38292005,-15.12728405,587.497975,MATO GROSSO
TORICUEIJE,-53.05681521,-15.25160837,356.288805,MATO GROSSO
NOROAGRO,-60.10471652,-13.42667242,435.971872,MATO GROSSO
NOVA ALVORADA,-59.91231601,-13.65098263,448.49429,MATO GROSSO
PADRONAL,-59.87682463,-13.13133816,585.885092,MATO GROSSO
ÁGUA DA PRATA,-58.24664713,-11.86681894,295.957405,MATO GROSSO
TERRA ROXA,-59.14159358,-11.4537886,326.931975,MATO GROSSO
FILADÉLFIA,-59.17279805,-11.11382847,336.140617,MATO GROSSO
FONTANILLAS,-58.33946969,-11.34147079,241.6567,MATO GROSSO
GUARIBA,-60.32445901,-9.253288193,141.301682,MATO GROSSO
MARECHAL RONDON,-58.03948786,-13.29844784,501.363892,MATO GROSSO
NOVO ELDORADO,-56.37895809,-12.75769097,407.327302,MATO GROSSO
GROSLÂNDIA,-56.2179245,-12.80142051,406.445237,MATO GROSSO
PRIMAVERA,-55.8329913,-12.85861347,404.064265,MATO GROSSO
CATUAÍ,-57.61812988,-11.44620308,304.2917,MATO GROSSO
ÁGUAS CLARAS,-57.56804742,-11.06964483,342.96589,MATO GROSSO
PARANORTE,-57.71645788,-10.39511365,385.318788,MATO GROSSO
COLORADO DO NORTE,-56.09777925,-10.44447683,298.914622,MATO GROSSO
OURO BRANCO,-55.94242167,-10.55614692,262.965325,MATO GROSSO
BOA ESPERANÇA,-55.1481327,-13.50999859,474.721623,MATO GROSSO
PIRATININGA,-55.01533274,-13.60102774,491.004349,MATO GROSSO
PARQUE ÁGUA LIMPA,-54.75345495,-13.40246017,463.779895,MATO GROSSO
CARAVÁGIO,-55.4280571,-12.9783174,422.599886,MATO GROSSO
SANTO ANTÔNIO DO RIO BONITO,-54.87817905,-13.00945655,357.40231,MATO GROSSO
NOVO MATO GROSSO,-54.85726601,-12.91067216,367.280637,MATO GROSSO
SANTA TEREZINHA DO RIO FERRO,-54.73052812,-12.62891396,331.279918,MATO GROSSO
ENTRE RIOS,-54.34635867,-12.45274335,367.585221,MATO GROSSO
SÃO JOSÉ DO COUTO,-53.08295899,-13.80030995,331.977248,MATO GROSSO
NONOAÍ DO NORTE,-55.22792073,-10.5232609,293.529047,MATO GROSSO
MIRAGUAÍ DO NORTE,-55.03978889,-10.36349517,298.602671,MATO GROSSO
NONA AGROVILA,-54.92268214,-10.39840448,283.905684,MATO GROSSO
UNIÃO DO LESTE,-52.50894897,-14.3289364,378.942782,MATO GROSSO
VALE DOS SONHOS,-52.20488121,-15.38597179,341.810204,MATO GROSSO
INDIANÓPOLIS,-52.23061765,-15.03931601,296.013643,MATO GROSSO
JARAGUÁ,-52.72085247,-14.18609863,414.357608,MATO GROSSO
SERRINHA,-52.75594917,-13.87179197,429.771967,MATO GROSSO
COUTINHO UNIÃO,-52.49472853,-11.9596389,327.134163,MATO GROSSO
ESPIGÃO DO LESTE,-52.18665932,-11.43400617,363.176521,MATO GROSSO
SANTO ANTÔNIO DO FONTOURA,-52.24654948,-10.57638419,296.061044,MATO GROSSO
VERANÓPOLIS,-51.45284209,-10.46199713,302.290714,MATO GROSSO
SANTA CLARA,-59.96204257,-16.09949808,239.907938,MATO GROSSO
VILA MATÃO,-59.53291305,-15.83957793,273.991317,MATO GROSSO
RICARDO FRANCO,-60.23165191,-14.34395447,205.199322,MATO GROSSO
VILA SÃO JOSÉ,-59.8823947,-15.02231513,206.123219,MATO GROSSO
VILA PICADA,-59.1321264,-16.21794822,157.137552,MATO GROSSO
VILA CARDOSO,-58.92354402,-15.73569101,248.325754,MATO GROSSO
SOTECO,-58.45230572,-16.12468948,146.019342,MATO GROSSO
PEDRO NECA,-58.72781579,-15.68130487,238.830915,MATO GROSSO
BOCAIUVAL,-58.62472964,-15.7252331,219.538351,MATO GROSSO
APARECIDA BELA,-58.30226283,-15.68777569,189.75448,MATO GROSSO
ADRIANÓPOLIS,-59.09683514,-15.45118403,508.679187,MATO GROSSO
MÁQUINA QUEIMADA,-59.11896279,-15.27855521,288.359387,MATO GROSSO
ALTELÂNDIA,-58.90247622,-15.42309962,419.799508,MATO GROSSO
TAQUARUÇU,-58.86898458,-15.20701132,568.208495,MATO GROSSO
FARINÓPOLIS,-58.44872216,-15.40352155,305.5621,MATO GROSSO
BOTAS,-58.57128032,-15.17595611,468.791034,MATO GROSSO
CACHOEIRINHA,-58.33969956,-15.3001058,252.684472,MATO GROSSO
CLARINÓPOLIS,-58.08808015,-16.14582252,146.303825,MATO GROSSO
SANTA RITA,-57.85145895,-15.68438973,163.469084,MATO GROSSO
PANORAMA,-58.03987049,-15.26995041,208.305412,MATO GROSSO
VILA CABAÇAL,-57.89706205,-15.47135096,143.525535,MATO GROSSO
SÃO JOSÉ DO PINGADOURO,-57.90180011,-15.35161201,210.214992,MATO GROSSO
BOA UNIÃO,-57.84304877,-15.3053405,163.523751,MATO GROSSO
NOVA FERNANDÓPOLIS,-57.61548151,-14.95120412,240.017009,MATO GROSSO
SANTO ANTÔNIO DO CURRUPIRA,-56.8582933,-15.11197257,230.319315,MATO GROSSO
MINERAÇÃO EMAL ITAIPU,-56.84162458,-15.16218963,287.629656,MATO GROSSO
BOA ESPERANÇA,-57.15583768,-14.45458275,380.000003,MATO GROSSO
NOSSA SENHORA APARECIDA DO CHUMBO,-56.72309604,-16.0481784,189.311808,MATO GROSSO
PRAIA GRANDE,-56.13995672,-15.75040864,152.53583,MATO GROSSO
NOVA ESPERANÇA,-56.04804675,-15.72884795,204.212461,MATO GROSSO
OLHO D'ÁGUA,-55.74550195,-15.70743347,204.932139,MATO GROSSO
CAMPOS NOVOS (TIRA SENTIDO),-56.81152301,-14.8354578,218.81216,MATO GROSSO
AGUAÇU,-56.12314614,-15.2783996,197.159566,MATO GROSSO
CACHOEIRA RICA,-55.60285265,-15.26492403,337.101203,MATO GROSSO
JOÃO CARRO,-55.65863912,-15.08532455,379.418402,MATO GROSSO
NOVA ARAÇATUBA,-54.35238515,-16.74283557,277.806844,MATO GROSSO
GARÇA BRANCA,-54.10061302,-16.80559877,721.454166,MATO GROSSO
PLACA DE SANTO ANTÔNIO,-54.85105901,-16.11951306,350.448958,MATO GROSSO
VILA PAULISTA,-54.54993897,-16.46711628,259.852811,MATO GROSSO
JOANESBURGO,-54.29658869,-16.19128253,268.164553,MATO GROSSO
POMBAS,-54.74260688,-15.8972479,295.915807,MATO GROSSO
APARECIDA DO LESTE,-54.25746459,-15.99993397,457.856839,MATO GROSSO
COLÔNIA RUSSA I,-54.30571792,-15.26765615,617.242208,MATO GROSSO
VILA NOVA,-53.59991721,-16.22393882,420.228264,MATO GROSSO
OURO VERDE DOS PIONEIROS,-58.55478071,-10.06656028,259.486125,MATO GROSSO
NOVA UNIÃO,-58.95532369,-9.366907762,163.822725,MATO GROSSO
DECIOLÂNDIA,-57.49547375,-14.18913232,621.804587,MATO GROSSO
BRIANORTE,-57.34351477,-12.2840846,384.349806,MATO GROSSO
COMUNIDADE RANCHÃO,-55.70253265,-13.82424162,468.209267,MATO GROSSO
SIMIONI,-56.53284302,-12.00390071,376.900034,MATO GROSSO
NOVO PARANÁ,-57.23554134,-11.61583754,313.817282,MATO GROSSO
SÃO JOÃO,-57.02889062,-11.43590459,337.554374,MATO GROSSO
JAPURANA,-58.01714623,-9.968891314,247.101151,MATO GROSSO
NOVO PLANETA,-57.22609018,-9.389291479,222.302655,MATO GROSSO
ALTO PARAÍSO,-57.1314343,-9.940841139,264.162325,MATO GROSSO
SÃO JOSÉ DO APUÍ,-57.12555532,-9.776296224,237.628964,MATO GROSSO
UNIÃO DA SERRA,-56.42692279,-10.3769308,296.098898,MATO GROSSO
SOL NASCENTE,-55.58705886,-10.42749674,274.934256,MATO GROSSO
COMUNIDADE DEL REY,-55.81315802,-10.17683441,294.411296,MATO GROSSO
SANTIAGO DO NORTE,-54.25816897,-13.28139092,402,MATO GROSSO
SALTO DA ALEGRIA,-54.0846071,-13.06387933,400.035383,MATO GROSSO
NOVA ALIANÇA,-53.13734289,-13.54312193,330.274528,MATO GROSSO
CAMPING CLUB,-55.4497074,-11.69803742,364.591963,MATO GROSSO
CAFÉ NORTE,-55.42255076,-10.61964436,269.453802,MATO GROSSO
SERRARIA MATÃO,-54.59997999,-11.64359364,364.365506,MATO GROSSO
ATLÂNTICA,-54.82011796,-11.05592444,424.094189,MATO GROSSO
NOVA GALILÉIA,-55.52860574,-10.58243707,281.377449,MATO GROSSO
TREVO OURO VERDE,-55.40036377,-10.57752259,305.596013,MATO GROSSO
MARCO DE CIMENTO,-55.49726349,-10.41380108,301.935777,MATO GROSSO
PLANALTO,-55.27752632,-10.43839817,301.814457,MATO GROSSO
VILA XANXERÊ,-55.05766779,-10.47638061,326.83911,MATO GROSSO
FLOR DA SERRA,-55.12920241,-10.08838858,281.112458,MATO GROSSO
SUCAM,-55.02807637,-10.04723398,282.345149,MATO GROSSO
COTREL,-54.95243955,-9.94779424,270.11526,MATO GROSSO
DÉCIMA AGROVILA,-54.85174551,-10.42112513,280.50685,MATO GROSSO
ANALÂNDIA DO NORTE,-54.20050513,-11.25400199,341.803511,MATO GROSSO
COUTO MAGALHÃES,-52.83901912,-16.56152519,602.53072,MATO GROSSO
CACHOEIRA DA FUMAÇA,-52.79964084,-15.09026803,328.662937,MATO GROSSO
CULUENE,-52.88022715,-13.5415132,411.673648,MATO GROSSO
SERRA DOURADA,-52.02842674,-13.70444455,444.294802,MATO GROSSO
MATINHA,-51.91586682,-13.51653471,452.891744,MATO GROSSO
MALÚ,-51.75028015,-12.43023341,361.52249,MATO GROSSO
NOVO PARAISO,-51.45780311,-12.45685981,322.743758,MATO GROSSO
NOVA FLORESTA,-51.99208668,-10.78498899,207.519682,MATO GROSSO
NOVO PLANALTO,-51.86620354,-10.53666079,227.468739,MATO GROSSO
POSTO DA MATA,-51.62548808,-11.71043975,308.204619,MATO GROSSO
NOVA SUIA-MIÇU,-51.63016363,-11.69951373,339.760636,MATO GROSSO
PONTINÓPOLIS,-51.31609061,-11.49646365,223.48466,MATO GROSSO
TRÊS FLEXAS,-51.58043169,-10.67759874,216.967977,MATO GROSSO
CHAPADINHA,-50.93067653,-11.58253822,215.623965,MATO GROSSO
FAZENDA TRIÂNGULO,-59.19353128,-15.17160614,324.927629,MATO GROSSO
OURO BRANCO DO SUL,-54.79139928,-17.30405678,465.48085,MATO GROSSO
MICHELLIN VILA I,-54.74210829,-17.37555078,485.840794,MATO GROSSO
MICHELLIN VILA II,-54.73856525,-17.32503779,494.501421,MATO GROSSO
MICHELLIN VILA III,-54.66026482,-17.33584903,555.370226,MATO GROSSO
VILA DEJAC,-55.22912894,-15.91912712,718.043136,MATO GROSSO
ALOJAMENTOS DA GLEBA POMBAL,-54.87152926,-15.97135384,308.576507,MATO GROSSO
JARDIM AMÉRICA,-51.41633703,-10.67417775,235.819159,MATO GROSSO
AGROVILA DO PA CONSERVAN,-59.91879115,-9.925173436,179.507719,MATO GROSSO
AGROVILA DO PA MONTE ALTO,-56.78131381,-12.17822992,327.494748,MATO GROSSO
AGROVILA DO PA NOVA FRONTEIRA,-56.07550699,-11.42052758,320.074384,MATO GROSSO
AGROVILA DO PA MERCEDES BENS,-55.69348342,-11.49965299,339.870567,MATO GROSSO
AGROVILA DO PA UNIÃO DO NORTE,-54.44289476,-10.4296786,428.770544,MATO GROSSO
AGROVILA DO PA PINGO D'ÁGUA,-52.45812441,-12.55243238,355.391799,MATO GROSSO
AGROVILA DO PA BRASIL NOVO,-52.33343583,-11.81782837,330.420449,MATO GROSSO
AGROVILA DO PA SÃO VICENTE,-51.9634232,-10.34125196,276.401482,MATO GROSSO
ALDEIA INDÍGENA NHAMBIQUARA,-59.39379126,-14.80555426,315.447398,MATO GROSSO
DESTILARIA ALCOMAT,-59.23492306,-14.26776293,725.092323,MATO GROSSO
ALDEIA INDIGENA AGUA SUGAR,-58.92878401,-14.5354443,679.909386,MATO GROSSO
ALDEIA INDIGENA PAPAGAIO I,-58.87394707,-14.55042368,737.442308,MATO GROSSO
ALDEIA INDÍGENA CABECEIRA DO PAPAGAIO,-58.82800202,-14.45561642,669.082647,MATO GROSSO
ALDEIA INDIGENA ESTIVADINHO,-58.65524539,-14.58940273,657.367243,MATO GROSSO
ALDEIA INDÍGENA ILHOCE,-58.55667972,-14.4722397,654.989221,MATO GROSSO
ALDEIA INDIGENA TATU BOLA,-58.48632134,-14.41193066,637.794897,MATO GROSSO
ALDEIA INDIGENA BATIZAR,-58.45754987,-14.39336176,678.847853,MATO GROSSO
ALDEIA INDÍGENA SACRE I,-58.49960941,-14.28857011,606.088588,MATO GROSSO
ALDEIA INDÍGENA ÁFRICA,-58.29587067,-14.36665815,623.566576,MATO GROSSO
ALDEIA INDÍGENA QUEIMADA,-58.14297743,-14.43904516,558.560848,MATO GROSSO
ALDEIA INDÍGENA RIO VERDE,-58.24476527,-14.37855095,607.241427,MATO GROSSO
ALDEIA INDÍGENA KOTITICO,-58.24144733,-14.34424363,579.068345,MATO GROSSO
ALDEIA INDÍGENA FORMOSO,-58.05145394,-14.60995013,333.993117,MATO GROSSO
ALDEIA INDÍGENA UMUTINAS,-57.10939482,-15.08867907,156.895515,MATO GROSSO
ALDEIA INDÍGENA TEREZA CRISTINA,-55.21130724,-16.59854686,180.66182,MATO GROSSO
ALDEIA INDÍGENA POBORERAIDEU,-54.41868607,-16.56080112,242.996086,MATO GROSSO
ALDEIA INDÍGENA POBORE,-54.5442585,-16.49131548,264.098665,MATO GROSSO
ALDEIA INDÍGENA RETIRO,-54.79344042,-14.27527711,408.667214,MATO GROSSO
ALDEIA INDÍGENA KAYARAVALE,-54.76366186,-14.29936337,399.60562,MATO GROSSO
ALDEIA INDÍGENA PACHOLA,-54.74275468,-14.30341056,417.629623,MATO GROSSO
ALDEIA INDÍGENA SAWAPA,-54.7106051,-14.35459357,421.257391,MATO GROSSO
ALDEIA INDÍGENA SIMÕES LOPES,-54.68362967,-14.31451727,425.271313,MATO GROSSO
ALDEIA INDÍGENA CABECEIRA DO AZUL,-54.48750086,-14.29283146,477.793495,MATO GROSSO
ALDEIA INDÍGENA SANGRADOURO,-53.85221783,-15.54367713,617.080726,MATO GROSSO
ALDEIA INDÍGENA GARÇAS,-53.06126102,-15.70376074,396.263648,MATO GROSSO
ALDEIA INDÍGENA MERURI,-53.08008159,-15.54935753,409.567353,MATO GROSSO
ALDEIA INDÍGENA SANGRADOURO,-53.90707242,-15.44258584,603.123815,MATO GROSSO
ALDEIA DOM BOSCO,-53.87152942,-15.277643,531.150896,MATO GROSSO
ALDEIA INDÍGENA VOLTA GRANDE,-53.84651831,-15.18119168,555,MATO GROSSO
JERUSALÉM,-53.37373269,-14.51399559,459.348559,MATO GROSSO
PARAÍSO,-53.44010817,-14.43647568,471.885363,MATO GROSSO
ALDEINHA,-53.39939448,-14.45139016,456.128963,MATO GROSSO
ALDEIONA,-53.39309439,-14.41234596,477.368878,MATO GROSSO
CHÃO PRETO,-53.34963993,-14.55819743,525.953636,MATO GROSSO
CAMPINA,-53.3515227,-14.52694838,547.294117,MATO GROSSO
BOA VIDA,-53.33989371,-14.52790011,490.067967,MATO GROSSO
SANTA HELENA,-53.32416775,-14.51254451,507.889859,MATO GROSSO
BAIXÃO,-53.32776039,-14.44199152,463.157578,MATO GROSSO
ÁGUA LIMPA,-53.44662204,-14.40908016,409.541906,MATO GROSSO
SANTA CRUZ,-53.39756443,-14.3849823,461.034186,MATO GROSSO
BETEL,-53.37451282,-14.35009152,427.459564,MATO GROSSO
SUCURI,-53.33766377,-14.33654304,404.842582,MATO GROSSO
EGITO,-53.32278148,-14.39783934,510.047025,MATO GROSSO
ALTO DA VITÓRIA,-53.29906264,-14.27297529,393.126349,MATO GROSSO
MATO GROSSO,-53.22160831,-14.48487639,451.285833,MATO GROSSO
BRASIL,-53.21275911,-14.45524755,454.854282,MATO GROSSO
BURITIZAL,-53.19405672,-14.46010826,457.111671,MATO GROSSO
SANTO DO CÉU,-53.15117492,-14.42602344,412.230132,MATO GROSSO
NOVO BARREIRO,-53.26402305,-14.34870498,510.348305,MATO GROSSO
ENTE PORE,-53.21118208,-14.41029025,472.139445,MATO GROSSO
ESTRELA,-53.22248517,-14.29237978,434.904013,MATO GROSSO
PEDRA PRETA,-53.19940019,-14.38263755,440.345045,MATO GROSSO
SANTO ANDRÉ,-53.12881801,-14.38892394,457.15212,MATO GROSSO
SANTA LUZIA,-53.12496446,-14.43249998,415.087232,MATO GROSSO
SÃO JORGE,-53.09236671,-14.4264232,402.017743,MATO GROSSO
ESPÍRITO SANTO,-52.99091484,-14.45102065,442.051336,MATO GROSSO
SÃO JOÃO BATISTA,-53.09934532,-14.38827722,427.010977,MATO GROSSO
PARABURURE,-53.07707117,-14.39493347,407.097766,MATO GROSSO
PALMEIRAS,-53.07476472,-14.38404338,436.245619,MATO GROSSO
LAGOA,-53.05780579,-14.4033708,397.874869,MATO GROSSO
SANTA MARIA,-53.06322819,-14.38560568,394.497529,MATO GROSSO
SÃO PAULO,-53.06345218,-14.2727691,402.151112,MATO GROSSO
NOSSA SENHORA APARECIDA,-53.0217991,-14.37578433,417.400226,MATO GROSSO
SÃO DOMINGOS SÁVIO,-53.00128509,-14.40793553,439.607548,MATO GROSSO
ALDEIA INDÍGENA ZORO II,-61.01110426,-10.69174122,190.572954,MATO GROSSO
ALDEIA INDÍGENA ZORO I,-61.01798979,-10.58986135,159.581342,MATO GROSSO
ALDEIA INDÍGENA MAMAINDE,-60.03264821,-13.35507663,467.211574,MATO GROSSO
ALDEIA INDÍGENA WAIKSU,-60.03465315,-13.27029596,442.510163,MATO GROSSO
ALDEIA INDÍGENA NEGAROTE,-60.06218269,-13.24238254,353.694449,MATO GROSSO
ALDEIA INDÍGENA ALAKTESU,-60.07540832,-13.12086525,567.84443,MATO GROSSO
ALDEIA INDÍGENA ALANTESU,-59.82726174,-14.18943704,274.925297,MATO GROSSO
ALDEIA INDÍGENA MANAIRISU,-60.01276348,-13.76962618,508.142268,MATO GROSSO
ALDEIA INDÍGENA WASUSU,-59.63051657,-14.1525717,250.792767,MATO GROSSO
ALDEIA INDÍGENA JUÍNA,-59.53842553,-13.68660856,606.835386,MATO GROSSO
ALDEIA INDÍGENA BARRACÃO QUEIMADO,-59.71976599,-13.48276653,636.899045,MATO GROSSO
ALDEIA INDÍGENA HAHAINTESU,-59.98285754,-13.21280138,423.245616,MATO GROSSO
ALDEIA INDÍGENA SAPEZAL,-59.54756062,-13.54410781,622.922149,MATO GROSSO
ALDEIA INDÍGENA MACACO PRETO,-59.68072067,-13.49733213,632,MATO GROSSO
ALDEIA INDÍGENA BARRO VERMELHO,-59.6056746,-13.43839069,587.234804,MATO GROSSO
ALDEIA INDÍGENA BARRO BRANCO,-59.50799067,-13.61950578,550.338777,MATO GROSSO
ALDEIA INDÍGENA BRANCA,-59.44449874,-13.64922433,481.446118,MATO GROSSO
ALDEIA INDÍGENA PORTO,-59.44529115,-13.58847137,502.735212,MATO GROSSO
ALDEIA INDÍGENA DO MILTON,-59.5370056,-13.48444747,556.969345,MATO GROSSO
ALDEIA INDÍGENA SÃO JOÃO,-60.00030573,-12.72727912,474.018581,MATO GROSSO
ALDEIA INDÍGENA AROEIRA,-59.95524464,-12.71739606,383.018514,MATO GROSSO
ALDEIA INDÍGENA ESPIRRO,-59.902811,-12.70520448,366.371954,MATO GROSSO
ALDEIA INDÍGENA CAMPOS NOVOS,-59.796066,-12.71628247,374.338933,MATO GROSSO
ALDEIA INDÍGENA CAMARARE,-59.56320226,-13.01652788,480.428458,MATO GROSSO
ALDEIA INDÍGENA CABECEIRA DO OSSO,-58.82131377,-14.24915464,645.860969,MATO GROSSO
ALDEIA INDIGENA CABECEIRA DO BURITI,-58.84183835,-14.14368747,649.280975,MATO GROSSO
ALDEIA INDIGENA NOVA ESPERANÇA,-58.77414882,-14.06894766,584.375072,MATO GROSSO
ALDEIA INDIGENA BURITI,-58.7628373,-14.03433496,611.108562,MATO GROSSO
ALDEIA INDIGENA 2 CACHOEIRAS,-58.68884216,-14.1899327,596.814357,MATO GROSSO
SALTO DA MULHER,-58.19283957,-13.84221634,563.067503,MATO GROSSO
BACAVAL,-58.19303664,-13.70166945,564.353365,MATO GROSSO
SERINGAL,-58.11459995,-13.65260276,560.480061,MATO GROSSO
ALDEIA INDÍGENA BURACÃO,-58.48546199,-13.08831026,397.663163,MATO GROSSO
ALDEIA INDÍGENA NHAMBIQUARA,-58.47716045,-13.06044146,396.345083,MATO GROSSO
SACRE II,-58.14918463,-13.25008365,460.043113,MATO GROSSO
ALDEIA INDÍGENA ALQUINA,-58.92014216,-12.1776902,316.267649,MATO GROSSO
MENKU,-58.47842626,-12.27653116,292.6307,MATO GROSSO
ALDEIA INDÍGENA AMI SUT,-59.88365102,-10.47920238,237.376169,MATO GROSSO
ALDEIA INDÍGENA DO PIO,-59.91902748,-10.45187893,226.445538,MATO GROSSO
ALDEIA INDÍGENA DO VOVÔ,-59.91787159,-10.37556329,226.17933,MATO GROSSO
ALDEIA INDÍGENA SABA,-59.93004651,-10.33374604,278.332337,MATO GROSSO
ALDEIA INDÍGENA NESEK,-59.90016924,-10.29938327,253.04838,MATO GROSSO
ALDEIA INDÍGENA DO CAPITÃO,-59.82074922,-10.20848349,188.522907,MATO GROSSO
ALDEIA INDÍGENA DO ROBERTO,-59.76053338,-10.23302767,242.613743,MATO GROSSO
ALDEIA INDÍGENA DOMAKI,-59.75723349,-10.17614151,158.602147,MATO GROSSO
ALDEIA INDÍGENA DO ANTONIO,-59.64457287,-10.51294189,277.44712,MATO GROSSO
ALDEIA INDÍGENA PARAKIDA,-59.64640039,-10.4819316,286.778557,MATO GROSSO
ALDEIA INDÍGENA CAPITÃO CARDOSO,-59.67978634,-10.43627324,218.890105,MATO GROSSO
ALDEIA INDÍGENA DA CACHOEIRA,-59.67869062,-10.20173089,323.083159,MATO GROSSO
ALDEIA INDÍGENA MAZEK,-59.6988056,-10.13146177,161.550986,MATO GROSSO
ALDEIA INDÍGENA ARARA BEIRADÃO,-59.60122504,-9.714523195,168.620692,MATO GROSSO
ALDEIA INDÍGENA CINTA LARGA,-59.28077561,-11.20381689,421.929845,MATO GROSSO
ALDEIA INDÍGENA ALBANO,-58.27796751,-10.96953972,251.604839,MATO GROSSO
ALDEIA INDÍGENA JAPUÍRA,-58.35073695,-10.6857382,228.749348,MATO GROSSO
ESTAÇÃO PARECIS,-56.94217751,-14.14397644,478.997816,MATO GROSSO
ALDEIA INDÍGENA PAREDÃO,-58.03360943,-12.92395081,430.602917,MATO GROSSO
ALDEIA INDÍGENA CRAVARI,-57.98821665,-12.94195526,429.271653,MATO GROSSO
ALDEIA INDÍGENA CAIABI,-57.54122214,-10.91753967,231.588193,MATO GROSSO
ALDEIA INDÍGENA APIAÇA,-57.53934863,-10.87022604,260.22437,MATO GROSSO
ALDEIA INDÍGENA SANTANA,-55.52792644,-14.13986944,412.060477,MATO GROSSO
CÓRREGO DA MATA,-53.32381615,-14.24751283,413.197282,MATO GROSSO
JACÚ,-53.25668712,-14.23059152,379.717385,MATO GROSSO
SÃO PEDRO,-53.02167132,-14.22798144,406.141491,MATO GROSSO
PIZZATO,-53.04043814,-14.18751486,404.008644,MATO GROSSO
ALDEIA INDÍGENA AWETI,-53.54417999,-12.39523566,333,MATO GROSSO
